1,168.637037
2,324.048118
3,476.936904
4,628.436369
5,759.639388
6,905.212143
7,1048.579712
8,1200.145331
9,917.885547
10,1013.479569
11,1108.458466
12,1198.226304
13,1132.850568
14,1225.549578
15,1223.433849
16,1252.843837
